text,label
"Boston butt or pork butt is the American name for a cut of pork that comes from the upper part of the shoulder from the front leg and may contain the blade bone. Boston butt is the most common cut used for pulled pork, a staple of barbecue in the southern United States. When smoked and cured, the cut is sometimes called a picnic ham, as the resulting meat closely resembles a ham taken from the hind leg. In Louisiana cuisine, cured, smoked, and spiced pork shoulder is called tasso ham.is boston butt and pork butt the same",1
"In 2018, Sarah Rose Summers became the first Miss Nebraska USA to win Miss USA. The pageant is directed by Vanbros & Associates.has there ever been a miss usa from nebraska",1
"Games in the Battlefront series normally revolve around two armies -- the Galactic Republic versus the Confederacy of Independent Systems or the Galactic Empire versus the Rebel Alliance or First Order versus the Resistance -- fighting each other on various maps. Maps take place in the Star Wars galaxy, with battlezones varying in theme and size. Across the battlefield are multiple ``command posts'' (objectives) that act as spawn points, and can be controlled by either the player or the computer. Units can spawn from any friendly command post, and vehicles regularly spawn at their respective command posts when destroyed. Units can capture neutral or hostile command posts by approaching them and standing within the immediate vicinity for about 30 seconds. The time to capture quickens with more friendly units within the capture zone. Some vehicles act as mobile command posts, and must be destroyed as they can not be captured. On some maps (such as Hoth or Endor), certain structures also act as command posts that can not be captured. Command post capturing works differently on certain campaign missions as well. Playable heroes and villains play a significant role in changing the course of battles.is there a storyline to star wars battlefront",0
"Prince Charming is a fairy tale character who comes to the rescue of a damsel in distress and must engage in a quest to liberate her from an evil spell. This classification suits most heroes of a number of traditional folk tales, including ``Snow White'', ``Sleeping Beauty'', and ``Cinderella'', even if in the original story they were given another name, or no name at all.is prince charming in cinderella and snow white",1
"Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).is bermuda an island in the caribbean sea",0
"The iceberg metaphor is a commonly used visual metaphor when attempting to relate the ego, id and superego with the conscious and unconscious mind. In the iceberg metaphor the entire id and part of both the superego and the ego would be submerged in the underwater portion representing the unconscious mind. The remaining portions of the ego and superego would be displayed above water in the conscious mind area.is the id ego and superego part of the unconscious mind",0
"A live-action film, with Reese Witherspoon playing Tinker Bell and Victoria Strouse writing the script, is in the works.are there going to be any more tinkerbell movies",1
"New York state law does not require a license to own or possess long guns, but does require a permit to legally possess or own a pistol. However, all firearms must comply with the NY SAFE Act, which bans assault weapons from ownership by private citizens, unless they were owned prior to the ban.is it illegal to own a gun in new york",0
"Some of the songs were not present in the film; songs that appear in the film but not in the soundtrack are ``La Bamba'' by Ritchie Valens, ``Whole Lotta Shaking Going On'' by Jerry Lee Lewis, ``Alma Mater'', ``Alma Mater Parody'', and ``Rydell Fight Song''. ``Alone at a Drive-in Movie (instrumental)'', ``Mooning'', and ``Freddy My Love'' are not present in the film, although all three are listed in the end credits in-addition to being on the soundtrack. (Both ``Mooning'' and ``Rock'n'Roll Party Queen,'' the latter of which was played in the film as background music, were written in the musical for a character named Roger that was written out of the film, replaced by the non-singing Putzie. In general, all of the songs in the musical that were performed by characters other than Danny, Rizzo, Sandy or Johnny Casino were either taken out of the film or given to other characters, including Marty Maraschino's number ``Freddy My Love,'' Kenickie's ``Greased Lightnin','' and Doody's ``Those Magic Changes.'') Two songs from the musical, ``Shakin' at the High School Hop'' ``and ``All Choked Up,'' were left off both the film and the soundtrack.is freddy my love in grease the movie",0
"Much of Elena's story revolves around her relationships with vampires Stefan Salvatore and his older brother, Damon. It is revealed that Elena is a Petrova Doppelgänger, which is thus responsible for her being identical to her ancestor, Katherine Pierce (née Katerina Petrova). This also has the implication of making her a supernatural creature. Dobrev portrayed the ``conniving'' Katherine as well, who is opposite of Elena. The actress stated that it has been a challenge distinguishing the two, and enjoys playing them both. In the television series's fourth season, Elena becomes a vampire and deals with the struggles that come with her change. She took the cure and became human again towards the end of the sixth season. In the finale of the sixth season, Kai linked Elena to Bonnie's life by magic. Elena will only wake up when Bonnie dies in around 60 years. She was locked inside the Salvatore tomb, which was changed in the seventh season, and was relocated in Brooklyn, New York. In late 2016, when it was announced that the eighth season would be the final season, Dobrev was in talks about returning to the television series to reprise her role in the final episode. After much speculation. Dobrev's return was confirmed on January 26, 2017, via an Instagram post. Dobrev appeared in the final episode of the show as both Elena and her evil doppelgänger Katherine Pierce.is elena still a vampire in season 6",0
"The cerebellum lies behind the pons. The cerebellum is composed of several dividing fissures and lobes. Its function includes the control of posture, and the coordination of movements of parts of the body, including the eyes and head as well as the limbs. Further it is involved in motion that has been learned and perfected though practice, and will adapt to new learned movements. Despite its previous classification as a motor structure, the cerebellum also displays connections to areas of the cerebral cortex involved in language as well as cognitive functions. These connections have been shown by the use of medical imaging techniques such as fMRI and PET.is the cerebellum part of the nervous system",1
"In common usage, the mass of an object is often referred to as its weight, though these are in fact different concepts and quantities. In scientific contexts, mass refers loosely to the amount of ``matter'' in an object (though ``matter'' may be difficult to define), whereas weight refers to the force exerted on an object by gravity. In other words, an object with a mass of 1.0 kilogram will weigh approximately 9.81 newtons on the surface of the Earth (its mass multiplied by the gravitational field strength), since the newton is a unit of force, while the kilogram is a unit of mass. The object's weight will be less on Mars (where gravity is weaker), more on Saturn, and negligible in space when far from any significant source of gravity, but it will always have the same mass.does the mass of the person make any difference",1
"On July 28, U.S. Attorney General William D. Mitchell ordered the veterans removed from all government property. Washington police met with resistance, shots were fired and two veterans were wounded and later died. President Herbert Hoover then ordered the Army to clear the marchers' campsite. Army Chief of Staff General Douglas MacArthur commanded the infantry and cavalry supported by six tanks. The Bonus Army marchers with their wives and children were driven out, and their shelters and belongings burned.did the bonus army get what they wanted",0
"In conjunction with a rook, the king may make a special move called castling, in which the king moves two squares toward one of its rooks and then the rook is placed on the square over which the king crossed. Castling is allowed only when neither the king nor the castling rook has previously moved, no squares between them are occupied, the king is not in check, and the king will not move across or end its movement on a square that is under enemy attack.can you move your king 2 spaces in chess",1
"As a result, the central tendency of a set of categorical variables is given by its mode; neither the mean nor the median can be defined. As an example, given a set of people, we can consider the set of categorical variables corresponding to their last names. We can consider operations such as equivalence (whether two people have the same last name), set membership (whether a person has a name in a given list), counting (how many people have a given last name), or finding the mode (which name occurs most often). However, we cannot meaningfully compute the ``sum'' of Smith + Johnson, or ask whether Smith is ``less than'' or ``greater than'' Johnson. As a result, we cannot meaningfully ask what the ``average name'' (the mean) or the ``middle-most name'' (the median) is in a set of names.can you define a median for an unordered categorical variable",0
"The act only specifically applies to the United States Army and, as amended in 1956, the United States Air Force. While the act does not explicitly mention the United States Navy and the United States Marine Corps, the Department of the Navy has prescribed regulations that are generally construed to give the act force with respect to those services as well. The act does not apply to the Army National Guard or the Air National Guard under state authority from acting in a law enforcement capacity within its home state or in an adjacent state if invited by that state's governor. The United States Coast Guard, which operates under the Department of Homeland Security, is not covered by the Posse Comitatus Act either, primarily because although the Coast Guard is an armed service, it also has both a maritime law enforcement mission and a federal regulatory agency mission.can the national guard be used for law enforcement",1
Fresh and dried dill leaves (sometimes called ``dill weed'' to distinguish it from dill seed) are widely used as herbs in Europe and central Asia.is dried dill the same as dill seed,0
"In traditional remote distributorless systems, the coils are mounted together in a transformer oil filled 'coil pack', or separate coils for each cylinder, which are secured in a specified place in the engine compartment with wires to the spark plugs, similar to a distributor setup. General Motors, Ford, Chrysler, Hyundai, Subaru, Volkswagen and Toyota are among the automobile manufacturers known to have used coil packs. Coil packs by Delco for use with General Motors engines allow removal of the individual coils in case one should fail, but in most other remote distributorless coil pack setups, if a coil were to fail, replacement of the whole pack would be required to fix the problem.is a coil pack the same as a distributor",0
"Fatty acids are broken down to acetyl-CoA by means of beta oxidation inside the mitochondria, whereas fatty acids are synthesized from acetyl-CoA outside the mitochondria, in the cytosol. The two pathways are distinct, not only in where they occur, but also in the reactions that occur, and the substrates that are used. The two pathways are mutually inhibitory, preventing the acetyl-CoA produced by beta-oxidation from entering the synthetic pathway via the acetyl-CoA carboxylase reaction. It can also not be converted to pyruvate as the pyruvate dehydrogenase complex reaction is irreversible. Instead the acetyl-CoA produced by the beta-oxidation of fatty acids condenses with oxaloacetate, to enter the citric acid cycle. During each turn of the cycle, two carbon atoms leave the cycle as CO in the decarboxylation reactions catalyzed by isocitrate dehydrogenase and alpha-ketoglutarate dehydrogenase. Thus each turn of the citric acid cycle oxidizes an acetyl-CoA unit while regenerating the oxaloacetate molecule with which the acetyl-CoA had originally combined to form citric acid. The decarboxylation reactions occur before malate is formed in the cycle. Only plants possess the enzymes to convert acetyl-CoA into oxaloacetate from which malate can be formed to ultimately be converted to glucose.do fatty acid synthesis and degradation occur in the same location of the cell",0
"The use of peace bonds is rather uncommon in the U.S. justice system, but a deferred prosecution has a similar effect. Since there is no conviction or admission of any guilt, signing a peace bond in Canada does not usually result in U.S. inadmissibility under INA § 212 (a) (2).is a peace bond an admission of guilt",0
"Thanksgiving, or Thanksgiving Day, is a public holiday celebrated on the fourth Thursday of November in the United States. It originated as a harvest festival. Thanksgiving has been celebrated nationally on and off since 1789, after Congress requested a proclamation by George Washington. It has been celebrated as a federal holiday every year since 1863, when, during the American Civil War, President Abraham Lincoln proclaimed a national day of ``Thanksgiving and Praise to our beneficent Father who dwelleth in the Heavens,'' to be celebrated on the last Thursday in November. Together with Christmas and the New Year, Thanksgiving is a part of the broader fall/winter holiday season in the U.S.is thanksgiving always the last thursday of the month",1
"In baseball, the designated hitter rule is the common name for Major League Baseball Rule 5.11, adopted by the American League in 1973. The rule allows teams to have one player, known as the designated hitter (or DH), to bat in place of the pitcher. Since 1973, most collegiate, amateur, and professional leagues have adopted the rule or some variant. MLB's National League and Nippon Professional Baseball's Central League are the most prominent professional leagues that do not use a designated hitter.does a dh have to hit for the pitcher",1
"The Assistant to the President for National Security Affairs (APNSA), commonly referred to as the National Security Advisor (NSA) or at times informally termed the NSC Advisor, is a senior aide in the Executive Office of the President, based at the West Wing of the White House, who serves as the chief in-house advisor to the President of the United States on national security issues. The National Security Advisor is appointed by the President and does not require confirmation by the Senate, but an appointment of a three or four-star general to the role requires Senate reconfirmation of military rank.does a national security advisor need senate confirmation",0
"The Cabinet includes the Vice President and the heads of 15 executive departments, listed here according to their order of succession to the Presidency. These 15 positions are the core ``cabinet member'' seats, as distinct from other Cabinet-level seats for other various top level White House staffers and heads of other government agencies, none of whom are in the presidential line of succession and not all of whom are Officers of the United States. Note that the Speaker of the House and the President pro tempore of the Senate follow the Vice President and precede the Secretary of State in the order of succession, but both are in the legislative branch and are not part of the Cabinet.is the speaker of the house part of the cabinet",0
"The lyrics and melody of the song were written by Édith Piaf herself, but the melody was said officially to have been composed and registered by Louiguy only, since at the time, due to the stringent registration requirements of SACEM, Piaf did not have the necessary qualifications to be able to copyright her work with SACEM. Piaf offered the song to Marianne Michel, who slightly modified the lyrics, changing ``les choses'' (``things'') for ``la vie'' (``life''). In 1943, Piaf had performed at a nightclub/bordello called ``La Vie en Rose''. Initially, Piaf's peers and songwriting team did not think the song would be successful, finding it weaker than the rest of her repertoire. Heeding their advice, the singer put the song aside, only to change her mind the next year. The song was performed live in concert for the first time in 1946. It became a favorite with audiences. ``La Vie en rose'' was the song that made Piaf internationally famous, with its lyrics telling about the joy of finding true love and appealing to those who had survived the difficult wartime.is la vie en rose a love song",1
"Coca tea is legal in Colombia, Peru, Bolivia, Argentina, Ecuador, and Chile. However, its use is being discouraged in part by the Single Convention on Narcotic Drugs. Coca tea is illegal in the United States unless it is decocainized.is coca leaf tea legal in the us",0
"London (/ˈlʌndən/ ( listen) LUN-dən) is the capital and most populous city of England and the United Kingdom. Standing on the River Thames in the south east of the island of Great Britain, London has been a major settlement for two millennia. It was founded by the Romans, who named it Londinium. London's ancient core, the City of London, largely retains its 1.12-square-mile (2.9 km) medieval boundaries. Since at least the 19th century, ``London'' has also referred to the metropolis around this core, historically split between Middlesex, Essex, Surrey, Kent and Hertfordshire, which today largely makes up Greater London, a region governed by the Mayor of London and the London Assembly.is london the capital of the united kingdom",1
"The warm waters of the Sea of Galilee support various flora and fauna, which have supported a significant commercial fishery for more than two millennia. Local flora include various reeds along most of the shoreline as well as phytoplankton. Fauna include zooplankton, benthos and a number of fish species such as Acanthobrama terraesanctae. Fish caught commercially include Tristramella simonis and Sarotherodon galilaeus, locally called ``St. Peter's Fish''. In 2005, 300 short tons (270 t) of tilapia were caught by local fishermen. This dropped to 8 short tons (7.3 t) in 2009 due to overfishing.are there still fish in the sea of galilee",1
"Approximately two-thirds of the population are right-eye dominant and one-third left-eye dominant; however, in a small portion of the population neither eye is dominant. Dominance does appear to change depending upon direction of gaze due to image size changes on the retinas. There also appears to be a higher prevalence of left-eye dominance in those with Williams--Beuren syndrome, and possibly in migraine sufferers as well. Eye dominance has been categorized as ``weak'' or ``strong''; highly profound cases are sometimes caused by amblyopia or strabismus.is one eye always stronger than the other",0
"Only the Brave is a 2017 American biographical action drama film directed by Joseph Kosinski and written by Ken Nolan and Eric Warren Singer, based on the GQ article ``No Exit'' by Sean Flynn. The film tells the true story of the Granite Mountain Hotshots, an elite crew of firefighters who fought the Yarnell Hill Fire in June 2013, and is dedicated in their memory. It features an ensemble cast, including Josh Brolin, Miles Teller, Jeff Bridges, Taylor Kitsch, James Badge Dale, Jennifer Connelly, Alex Russell, and Ben Hardy.is the movie brave based on a true story",1
"The 1970s energy crisis was a period when the major industrial countries of the world, particularly the United States, Canada, Western Europe, Japan, Australia, and New Zealand, faced substantial petroleum shortages, real and perceived, as well as elevated prices. The two worst crises of this period were the 1973 oil crisis and the 1979 energy crisis, when the Yom Kippur War and the Iranian Revolution triggered interruptions in Middle Eastern oil exports.were the two oil crisis in the 1970s",1
"Corporate communication is a set of activities involved in managing and orchestrating all internal and external communications aimed at creating favourable point of view among stakeholders on which the company depends. It is the messages issued by a corporate organization, body, or institute to its audiences, such as employees, media, channel partners and the general public. Organizations aim to communicate the same message to all its stakeholders, to transmit coherence, credibility and ethics.is corporate communications the same as public relations",0
"This power exists for urgent or extraordinary situations that require congressional action when Congress is adjourned. Presidents have exercised this power 46 times to recall only the Senate and 28 times to recall both Chambers of Congress, most recently by Harry Truman in 1948.can the president order congress back in session",1
"To prevent contamination due to back pressure, many health regulatory regimes require an air gap or mechanical backflow prevention assembly between the delivery point of mains water and local storage or use. Where submerged mains inflow is permitted, a backflow prevention assembly is required, which protects the potable water system from contamination hazards. A check valve is a basic form of backflow prevention, but often more complex devices are required because check valves are not considered to be reliable, when compared to more sophisticated devices with redundancies and reduced-pressure zones.is a check valve the same as a backflow preventer",1
"Sunlight is a portion of the electromagnetic radiation given off by the Sun, in particular infrared, visible, and ultraviolet light. On Earth, sunlight is filtered through Earth's atmosphere, and is obvious as daylight when the Sun is above the horizon. When the direct solar radiation is not blocked by clouds, it is experienced as sunshine, a combination of bright light and radiant heat. When it is blocked by clouds or reflects off other objects, it is experienced as diffused light. The World Meteorological Organization uses the term ``sunshine duration'' to mean the cumulative time during which an area receives direct irradiance from the Sun of at least 120 watts per square meter. Other sources indicate an ``Average over the entire earth'' of ``164 Watts per square meter over a 24 hour day''.is sunlight the same thing as visible light",0
"Brotherhood was originally broadcast by the premium cable network Showtime in the United States from July 9, 2006, to December 21, 2008, with the show's three seasons consisting of eleven, ten and eight episodes, respectively. The show was not renewed after its third season, which Showtime later confirmed was the last. The series was produced and almost entirely written by Masters and Henry Bromell. It was filmed on location in Providence, Rhode Island.will there be a season 4 of brotherhood",0
The Rundown (also known as Welcome to the Jungle) is a 2003 American action comedy film starring Dwayne Johnson as a bounty hunter who must head for Brazil to retrieve his employer's renegade son (Seann William Scott). It was directed by Peter Berg. The film received positive reviews but failed at the box office.is the rundown and welcome to the jungle the same film,1
"In June 2015, Boyé and his band, Changing Lanes Experience, performed their version of Taylor Swift's ``Shake It Off'' on the 10th season of America's Got Talent. After receiving great comments from the judges, they advanced into the next round to perform on Judge Cuts Week. In August 2015, he and the band were eliminated on Judge Cuts Week 4 after performing their version of Mark Ronson and Bruno Mars' ``Uptown Funk''.did alex boye win america's got talent",0
"The Waiter Rule refers to a common belief that one's true character can be gleaned from how one treats staff or service workers, such as a ``waiter''. The rule was one of William H Swanson's 33 Unwritten Rules of Management, copied from Dave Barry's version ``If someone is nice to you but rude to the waiter, they are not a nice person.''you can tell a lot about a person by how they treat their waiter",1
"The waterway allows passage from the Atlantic Ocean to the inland port of Duluth on Lake Superior, a distance of 2,340 miles (3,770 km) and to Chicago, on Lake Michigan, at 2,250 miles (3,620 km).can you access the ocean from the great lakes",1
"Commotio cordis (Latin, ``agitation of the heart'') is an often lethal disruption of heart rhythm that occurs as a result of a blow to the area directly over the heart (the precordial region), at a critical time during the cycle of a heart beat causing cardiac arrest. It is a form of ventricular fibrillation (V-Fib), not mechanical damage to the heart muscle or surrounding organs, and not the result of heart disease. The fatality rate is about 65% even with prompt CPR and defibrillation, and more than 80% without.can you die from getting hit in the heart",1
"The queen can be moved any number of unoccupied squares in a straight line vertically, horizontally, or diagonally, thus combining the moves of the rook and bishop. The queen captures by occupying the square on which an enemy piece sits.can the queen move like the horse in chess",0
"Of the 13 teams that have never won the Super Bowl, four (4) are expansion franchises younger than the Super Bowl itself (Bengals, Panthers, Jaguars, and the Texans). The Falcons were enfranchised the season the Super Bowls began. The eight (8) other clubs (Cardinals, Lions, Eagles, Oilers/Titans, Chargers, Browns, Bills, and Vikings) all won an NFL or AFL championship prior to the AFL--NFL merger; in the case of the Vikings, however, the Super Bowl existed at the time they won their league title, leaving them and the Falcons as the only two teams to have existed for as long as or longer than the Super Bowl and to have never secured the highest championship available to them. The longest drought since a championship of any kind is that of the Cardinals, at 69 seasons.has every team in the nfl won a superbowl",0
"The United Kingdom (UK) comprises four countries: England, Northern Ireland, Scotland and Wales.are scotland and wales part of the united kingdom",1
"Chionoecetes opilio, also known as snow crab, is a predominantly epifaunal crustacean native to shelf depths in the northwest Atlantic Ocean and north Pacific Ocean. It is a well-known commercial species of Chionoecetes, often caught with traps or by trawling. Seven species are in the genus Chionoecetes, all of which bear the name ``snow crab''. C. opilio is also related to Chionoecetes tanneri, commonly known as the tanner crab, and other crab species found in the cold, northern oceans.are opilio crabs the same as snow crabs",1
"A sphere (from Greek σφαῖρα -- sphaira, ``globe, ball'') is a perfectly round geometrical object in three-dimensional space that is the surface of a completely round ball (viz., analogous to the circular objects in two dimensions, where a ``circle'' circumscribes its ``disk'').is a circle the same as a sphere",0
"Media of the United States consist of several different types of media: television, radio, cinema, newspapers, magazines, and Internet-based Web sites. The U.S. also has a strong music industry. Many of the media are controlled by large for-profit corporations who reap revenue from advertising, subscriptions, and sale of copyrighted material. American media conglomerates tend to be leading global players, generating large revenues as well as large opposition in many parts of the world. With the passage of the Telecommunications Act of 1996, further deregulation and convergence are under way, leading to mega-mergers, further concentration of media ownership, and the emergence of multinational media conglomerates. These mergers enable tighter control of information. Currently, five corporations control roughly 90% of the media. Critics allege that localism, local news and other content at the community level, media spending and coverage of news, and diversity of ownership and views have suffered as a result of these processes of media concentration.the electronic media in the united states are primarily owned and operated by the federal government",0
"Cannabis in Canada is legal for both recreational and medicinal purposes. Medicinal use of cannabis was legalized nationwide in 2001 under conditions outlined in the Marihuana for Medical Purposes Regulations, later superseded by the Access to Cannabis for Medical Purposes Regulations, issued by Health Canada and seed, grain, and fibre production was permitted under licence by Health Canada. The federal Cannabis Act came into effect on October 17, 2018 and made Canada the second country in the world, after Uruguay, to formally legalize recreational use of the plant. Whereas decriminalization would simply remove laws restricting the use of cannabis products, as has been implemented in many countries, legalization allows for the taxation of legally produced cannabis. Canada is the first G7 and G20 nation to do so.is it legal to grow pot in canada",1
"The channel also carries high school sports competitions sanctioned by the Wisconsin Interscholastic Athletic Association (WIAA) (the girls' and boys' state tournament final rights are held by Quincy Media and a statewide network of broadcast stations, though Fox Sports Wisconsin is allowed to carry replays of the tournament), weekend outdoor sports programming, and many of national programs distributed by Fox Sports. It also airs NCAA competitions from the Big East Conference, Big Ten Conference and the Wisconsin Intercollegiate Athletic Conference, and a limited schedule of Marquette men's games through a sub-licensing deal with sister network Fox Sports 1 in which some games not of national interest are distributed to their regional sports network partners, CBS Sports Network and the ESPN family of networks as part of the ``new'' Big East's television contract (Fox Sports Wisconsin acquired the partial rights to Marquette sports events from Time Warner Cable Sports (the current-day Spectrum Sports), a regional network available only on Time Warner systems in eastern Wisconsin, which had been carrying the games since 2006 until 2013).is fs1 the same as fox sports wisconsin",0
"The Lakers and Clippers often play doubleheaders at Staples Center, having played back-to-back games on the same day almost 60 times as of 2012. Most of the doubleheaders have occurred on a Saturday or Sunday, where afternoon games are common. Usually, since the Lakers are partially owned by Staples Center owner AEG ,The Clippers will play at 12:30 PST while the Lakers then play at 7;30 PST. Separate admission is required for each game, with each team playing a different opponent. In between games, the court is reassembled with the respective home team's floor, which differ only in their paint scheme. Outside of Los Angeles, the last doubleheader in the NBA was in 1972 at Seattle Center Coliseum, when the Portland Trail Blazers played the Houston Rockets and the Seattle SuperSonics played the Philadelphia 76ers.does the lakers and clippers share a court",1
"After five generations and 27 model year runs, the Town & Country nameplate was discontinued at the end of the 2016 model year run and was replaced by the 2017 model-year Chrysler Pacifica minivan.does chrysler still make the town & country",0
"Beginning November 1, 2011, it is legal to load a handgun, or to transport a loaded handgun cased or uncased, in a vehicle without a license. NOTE: This does NOT apply to long guns; they still must be unloaded, but now may be uncased. There is still some confusion as to whether or not an encased gun is concealed, so if it is cased, best practice is to keep the long gun out of reach. Long guns must be ``discernable to ordinary observation'', since a conceal carry license does not apply. Previously all firearms had to be unloaded & encased (per the transport statute), & out of reach (derived from the concealed carry statute). Those with a concealed carry license may conceal a pistol in a vehicle.can you carry a gun in your car in wisconsin",1
"A person must be at least be 21 years of age to publicly drink an alcoholic beverage in Texas, with some exceptionscan minors drink with parents at restaurants in texas",0
"English voice actors reprising their roles from previous games include Haley Joel Osment as Sora, Bill Farmer as Goofy, and Tony Anselmo as Donald Duck. Many of the voice actors for the Disney and Pixar characters reprise their roles from their respective films. These include: Josh Gad as Olaf; Kristen Bell as Anna; Idina Menzel as Elsa; Jonathan Groff as Kristoff; Zachary Levi as Flynn Rider; Donna Murphy as Mother Gothel; John Ratzenberger as Hamm; Wallace Shawn as Rex; Tate Donovan as Hercules; Kevin McNally as Gibbs; and Susan Egan as Megara. They are joined by Carlos Alazraqui as Mike Wazowski and Christopher Swindle as Sulley. Kingdom Hearts III also has full voice acting in optional dialogue moments outside of cut scenes, which is a first for the series.is kingdom hearts 3 going to be in english",1
"West Virginia (/vərˈdʒɪniə/ ( listen)) is a state located in the Appalachian region of the Southern and Mid-Atlantic United States. It is bordered by Virginia to the southeast, Kentucky to the southwest, Ohio to the northwest, and Pennsylvania and Maryland to the northeast. West Virginia is the 41st largest state by area, and is ranked 38th in population. The capital and largest city is Charleston.are virginia and west virginia the same state",0
"The story centers on two cousins, Dicky and Emmeline Lestrange, who are marooned with a galley cook on an island in the South Pacific following a shipwreck. The galley cook, Paddy Button, assumes responsibility for the children and teaches them how to survive, cautioning them to avoid the ``arita'' berries, which he calls ``the never-wake-up berries.''are the blue lagoon characters brother and sister",0
"During the American Civil War, Maryland, a slave state, was one of the border states, straddling the South and North. Because of its strategic location, bordering the national capital city of Washington D.C. with its District of Columbia since 1790, and the strong desire of the opposing factions within the state to sway public opinion towards their respective causes, Maryland would play an important role in the American Civil War (1861-1865). New sixteenth President Abraham Lincoln's suspension of habeas corpus in Maryland, and his dismissal of the U.S. Supreme Court's ``Ex parte Merryman'' decision concerning John Merryman, a prominent Southern sympathizer from Baltimore County held in Fort McHenry, now nicknamed ``Baltimore Bastille''. The Chief Justice supported by the Court had held that the suspension was unconstitutional, would leave lasting civil and legal scars. The court was led by Chief Justice Roger Brooke Taney, a Marylander from Frederick and sometimes in Baltimore and protege of seventh President Andrew Jackson who had appointed him two decades earlier.was maryland a free state during the civil war",0
"The northern cardinal is found in residential areas throughout its range. Backyard birders attract it using feeders containing seeds, particularly sunflower seeds and safflower seeds. Although some controversy surrounds bird feeding, an increase in backyard feeding by humans has generally been beneficial to this species. It is listed as a species of least concern by the IUCN Red List, with an estimated global range of 5,800,000 km (2,200,000 sq mi) and a global population of some 100 million. Populations appear to remain stable and not threatened to reach the threshold of inclusion as a threatened species, which requires a decline of more than 30% in ten years or three generations. It was once prized as a pet due to its bright color and distinctive song. In the United States, this species receives special legal protection under the Migratory Bird Treaty Act of 1918, which also banned their sale as cage birds. It is also protected by the Convention for the Protection of Migratory Birds in Canada. It is illegal to take, kill, or possess northern cardinals, and violation of the law is punishable by a fine of up to US $15,000 and imprisonment of up to six months.is it illegal to kill cardinals in texas",1
"Married at First Sight is an Australian reality television series based on the Danish program of the same name. The show is premiered 7:00pm every Sunday and 7:30pm every Monday, Tuesday and Wednesday on the Nine Network. The show features four to eleven couples, matched by three experts, who agree to marry when they first meet. However, unlike other versions of the show around the world, the couples do not partake in a legally binding marriage due to legal restrictions, but instead meet as strangers at the altar of a commitment ceremony. The couples spend their wedding night in a hotel, then leave for a honeymoon. Upon returning they live together for a month, whereafter they choose whether they will continue their relationship.is married at first sight a legal marriage",0
"The Religious Society of Free Quakers, originally called ``The Religious Society of Friends, by some styled the Free Quakers'', was established on February 20, 1781 in Philadelphia, Pennsylvania. More commonly known as Free Quakers, the Society was founded by members of the Religious Society of Friends, or Quakers, who had been expelled for failure to adhere to the Peace Testimony during the American Revolutionary War. Many of its early members were prominent Quakers involved in the American Revolution before the society was established. Notable Free Quakers at the early meetings include Lydia Darragh and Betsy Ross. Following the end of the American Revolutionary War, the number of Free Quakers began to dwindle as some members died and others were either accepted back into the Society of Friends or by other religious institutions. There is a small group of Free Quakers in Indiana who continue the tradition of the Five Principles (Inner Light, peace, simplicity, justice, stewardship) and the Five Freedoms (from creeds, from clergy, from public worship, from organized membership, from evangelization). Today, the descendants of the original Free Quakers hold an annual meeting of the Religious Society of Free Quakers at the Free Quaker Meetinghouse in Philadelphia, Pennsylvania.are there still quakers in the united states",1
"Some research has demonstrated that children can remember events from the age of 1, but that these memories may decline as children get older. Most psychologists differ in defining the offset of childhood amnesia. Some define it as the age from which a first memory can be retrieved. This is usually at the age of 3 or 4, but it can range from 2 to 8 years.is it possible to remember being 1 years old",1
"The evolution mechanic from previous games returns in Let's Go, Pikachu! and Let's Go, Eevee!; however, the player's starting Pikachu or Eevee cannot evolve, like Pokémon Yellow. Only other Pokémon that the player has caught can evolve, including the ones of the same species of the partner Pokémon. Some features, like Pokémon breeding and HMs, will be absent from the games.can i evolve eevee in lets go eevee",0
"The Singapore chewing gum ban has been in place since 1992. An exception is made for therapeutic, dental or nicotine chewing gum since 2004, which can be bought from a doctor or registered pharmacist.is it illegal to chew gum in singapore",1
"The Beverly Hills Police Department (BHPD) is the police department of the City of Beverly Hills, California.does beverly hills have its own police department",1
"In baseball, blocking the plate is a technique performed by a catcher to prevent a runner from scoring. The act of blocking the plate accounted for most of the physical contact in Major League Baseball prior to the 2014 season, when it was outlawed except when the catcher already has possession of the ball.can a catcher block the plate in mlb",1
"The concept of a ``fee'' has its origins in feudalism. William Blackstone defined fee simple as the estate in land that a person has when the lands are given to him and his heirs absolutely, without any end or limit put to his estate. Land held in fee simple can be conveyed to whomsoever its owner pleases; it can also be mortgaged or put up as security. Owners of real property in fee simple have the privilege of interest in the property during their lifetime and typically have a say in determining who gets to own an interest in the property after their death.does holding a fee simple estate mean that they own the land absolutely",1
